params	total_open	total_closed	total_won	total_lost	win_streak	lose_streak	pnl_net	strike_rate	cagr	sharpe	sortino	volatility	avg_win	avg_loss	max_drawdown
{'period': 2, 'multiplier': 3.9000000000000017, 'length': 3, 'mav': 'EMA', 'printlog': False}	0	18	8	10	3	3	13.71	44.4444444444444	69.9895909095847	6.54552057089494	30.5491089710794	0.42669306737603	0.029635380150837	-0.007469282928868	-0.024414384003279
{'period': 4, 'multiplier': 3.5000000000000013, 'length': 3, 'mav': 'EMA', 'printlog': False}	0	16	7	9	2	4	13.69	43.75	69.6547722656998	7.08065768050306	34.1931404537416	0.392277513507062	0.028260228215925	-0.007459104440992	-0.015240413809928
{'period': 4, 'multiplier': 3.6000000000000014, 'length': 3, 'mav': 'EMA', 'printlog': False}	0	16	7	9	2	4	13.68	43.75	69.4310857648583	7.11146968923626	36.215521945576	0.390186203172067	0.027989687273498	-0.007160983232804	-0.013310292867565
{'period': 2, 'multiplier': 3.8000000000000016, 'length': 3, 'mav': 'EMA', 'printlog': False}	0	18	8	10	3	3	13.66	44.4444444444444	69.0367918289675	6.42115377407246	29.3180561369267	0.434044382636974	0.029952819931857	-0.007833250680393	-0.026584250029298
{'period': 12, 'multiplier': 3.300000000000001, 'length': 55, 'mav': 'EMA', 'printlog': False}	0	5	3	2	2	1	13.55	60	66.8239219752681	6.76788907193135	22.9738486259554	0.407354476051906	0.028161372704044	-0.009421464926613	-0.036674787665033
{'period': 2, 'multiplier': 2.8000000000000007, 'length': 8, 'mav': 'EMA', 'printlog': False}	0	17	8	9	3	3	13.54	47.0588235294118	66.6668016998111	6.94121382468665	29.8395322888382	0.396381822092766	0.023948539603271	-0.009155527837095	-0.024033851519068
{'period': 2, 'multiplier': 4.000000000000002, 'length': 3, 'mav': 'EMA', 'printlog': False}	0	17	8	9	3	3	13.52	47.0588235294118	66.1797527581162	7.15790736420439	37.450979547683	0.383081657959247	0.027239289404303	-0.006572261374706	-0.012677799758148
{'period': 2, 'multiplier': 2.900000000000001, 'length': 8, 'mav': 'EMA', 'printlog': False}	0	17	8	9	3	3	13.46	47.0588235294118	65.0711437958759	6.88231099504974	29.3517408987188	0.397618717652473	0.023974685267346	-0.009377893594794	-0.022975720432477
{'period': 6, 'multiplier': 2.3000000000000003, 'length': 8, 'mav': 'EMA', 'printlog': False}	0	17	7	10	2	4	13.41	41.1764705882353	64.1233748074002	6.74198910310167	30.119347954602	0.404916230962276	0.028543355872892	-0.006877158914029	-0.022466411822996
{'period': 16, 'multiplier': 3.300000000000001, 'length': 55, 'mav': 'EMA', 'printlog': False}	0	5	3	2	2	1	13.36	60	63.0625462483373	6.67222565620901	23.5769530953187	0.407739625739578	0.023593265270261	-0.017801885781327	-0.035286974353833
{'period': 6, 'multiplier': 2.7000000000000006, 'length': 5, 'mav': 'EMA', 'printlog': False}	0	19	11	8	4	3	13.34	57.8947368421053	62.8147632067008	7.64904624028203	35.4321199006994	0.352919562276486	0.022250965383918	-0.006802307862894	-0.012331227581696
{'period': 2, 'multiplier': 2.5000000000000004, 'length': 8, 'mav': 'EMA', 'printlog': False}	0	21	11	10	4	3	13.29	52.3809523809524	61.8477722493101	7.4496165756798	34.0734351369674	0.361417891442818	0.019958085658918	-0.007863496141173	-0.013747186962398
{'period': 4, 'multiplier': 2.3000000000000003, 'length': 8, 'mav': 'EMA', 'printlog': False}	0	17	6	11	2	5	13.17	35.2941176470588	59.6546382753709	6.59614927910115	30.0606816462508	0.407095525891249	0.028670829904019	-0.007359219906933	-0.024473977709047
{'period': 4, 'multiplier': 2.2, 'length': 8, 'mav': 'EMA', 'printlog': False}	0	19	8	11	2	3	13.14	42.1052631578947	59.0956716605579	7.02216283563731	28.6589140621427	0.380252014704183	0.02809711905249	-0.006905122498268	-0.016309410022937
{'period': 6, 'multiplier': 2.5000000000000004, 'length': 5, 'mav': 'EMA', 'printlog': False}	0	20	12	8	4	3	13.13	60	58.9120703058652	7.48868312155124	35.9971760166878	0.355179858651064	0.021999553621222	-0.00683458297291	-0.012376407137284
{'period': 14, 'multiplier': 3.300000000000001, 'length': 55, 'mav': 'EMA', 'printlog': False}	0	5	3	2	2	1	13.13	60	58.9118849633231	6.51881371308225	21.9126859196149	0.410951490505749	0.027757923556071	-0.012993367561023	-0.03730091417815
{'period': 16, 'multiplier': 3.200000000000001, 'length': 55, 'mav': 'EMA', 'printlog': False}	0	5	3	2	2	1	13.1	60	58.3751967734851	6.53355917072266	21.7862837457261	0.40903802918983	0.027623981225596	-0.009620803186161	-0.037457703776194
{'period': 6, 'multiplier': 2.6000000000000005, 'length': 5, 'mav': 'EMA', 'printlog': False}	0	19	11	8	4	3	13.07	57.8947368421053	57.8323234202799	7.54882502004592	34.1475205780851	0.350627925046896	0.022083780751284	-0.007136749013309	-0.012420735719264
{'period': 8, 'multiplier': 2.0, 'length': 8, 'mav': 'EMA', 'printlog': False}	0	21	13	8	4	3	13.06	61.9047619047619	57.8117932015444	8.63533318757959	58.6632289661265	0.30494574062251	0.017760054178951	-0.005561603613575	-0.006759583729201
{'period': 18, 'multiplier': 3.300000000000001, 'length': 55, 'mav': 'EMA', 'printlog': False}	0	5	3	2	2	1	13.06	60	57.6815035333332	6.49265837353406	22.7269903015549	0.410536130726461	0.033149124461688	-0.009704609781878	-0.035757207276003
{'period': 2, 'multiplier': 2.0, 'length': 8, 'mav': 'EMA', 'printlog': False}	0	27	11	16	3	5	13.02	40.7407407407407	56.9796143097636	7.32957545550798	34.9683395661386	0.360250616655717	0.021953522084042	-0.005587463511265	-0.014564257220183
{'period': 2, 'multiplier': 2.6000000000000005, 'length': 8, 'mav': 'EMA', 'printlog': False}	0	20	10	10	3	3	12.98	50	56.3600973759218	7.23460054524693	31.5284037772892	0.36421600738642	0.022417606246783	-0.00786227134109	-0.012376407137284
{'period': 2, 'multiplier': 3.7000000000000015, 'length': 5, 'mav': 'EMA', 'printlog': False}	0	16	8	8	3	3	12.95	50	55.8358327652842	6.50931997559297	23.1915704349659	0.406111264628744	0.024269011212206	-0.011000434298013	-0.020413559266743
{'period': 2, 'multiplier': 2.900000000000001, 'length': 5, 'mav': 'EMA', 'printlog': False}	0	23	10	13	3	3	12.92	43.4782608695652	55.305103206209	6.66894392018767	29.2157961988784	0.394852459421403	0.023339107052285	-0.007596188838633	-0.013106441121748
{'period': 14, 'multiplier': 3.200000000000001, 'length': 55, 'mav': 'EMA', 'printlog': False}	0	5	3	2	2	1	12.86	60	54.3416657610338	6.37487599704292	20.6748075871482	0.412362196202918	0.028128693471918	-0.010898303699997	-0.038344837039911
{'period': 2, 'multiplier': 2.0, 'length': 13, 'mav': 'EMA', 'printlog': False}	0	19	8	11	2	3	12.81	42.1052631578947	53.497086388356	7.09255219216581	32.1054704257766	0.367019856687739	0.022594223847399	-0.008550516862484	-0.013872317001768
{'period': 12, 'multiplier': 3.4000000000000012, 'length': 55, 'mav': 'EMA', 'printlog': False}	0	5	3	2	2	1	12.75	60	52.647300334241	6.32019679494501	21.1143269982117	0.412802345685518	0.027282285735977	-0.013151999056915	-0.037676323252877
{'period': 2, 'multiplier': 3.8000000000000016, 'length': 5, 'mav': 'EMA', 'printlog': False}	0	16	8	8	3	3	12.72	50	52.1906866344459	6.39388928867799	22.7945887021035	0.406857554693868	0.023898197663386	-0.010852772565988	-0.020776822322579
{'period': 4, 'multiplier': 3.200000000000001, 'length': 5, 'mav': 'EMA', 'printlog': False}	0	16	6	10	2	4	12.68	37.5	51.6027478778695	6.44638530794786	26.0683837672419	0.402164696015073	0.027758811087364	-0.008620015326104	-0.022535826157052
{'period': 2, 'multiplier': 3.300000000000001, 'length': 13, 'mav': 'EMA', 'printlog': False}	0	14	7	7	2	3	12.68	50	51.4820016974443	6.35235700257654	20.7336034669032	0.408242038255402	0.020463664956403	-0.013406294320918	-0.024792276775546
{'period': 6, 'multiplier': 3.6000000000000014, 'length': 3, 'mav': 'EMA', 'printlog': False}	0	16	8	8	2	4	12.63	50	50.7449827460166	6.63938614559824	29.148984799322	0.388126938067695	0.02621934746523	-0.008651347205701	-0.015219326560598
{'period': 2, 'multiplier': 2.2, 'length': 13, 'mav': 'EMA', 'printlog': False}	0	18	8	10	2	3	12.62	44.4444444444444	50.620059199292	6.87670738486378	28.1034148461447	0.373830609811093	0.02279525017374	-0.009287834051949	-0.020921680682558
{'period': 2, 'multiplier': 2.1, 'length': 13, 'mav': 'EMA', 'printlog': False}	0	19	8	11	2	3	12.57	42.1052631578947	49.9112618983938	7.08609622725091	31.0845654357185	0.360938635447261	0.022315373952077	-0.008603738905279	-0.013660027435184
{'period': 14, 'multiplier': 3.4000000000000012, 'length': 55, 'mav': 'EMA', 'printlog': False}	0	5	3	2	2	1	12.55	60	49.5790573315943	6.23446714598898	21.7211193358928	0.412412474110251	0.032825948463761	-0.01042324486022	-0.0357659469415
{'period': 18, 'multiplier': 2.2, 'length': 21, 'mav': 'EMA', 'printlog': False}	0	13	6	7	2	3	12.54	46.1538461538462	49.3510984067718	5.8244196122573	17.9294162886462	0.442957307720357	0.024978932252921	-0.012999212032145	-0.037296755804262
{'period': 4, 'multiplier': 3.7000000000000015, 'length': 3, 'mav': 'EMA', 'printlog': False}	0	16	7	9	2	4	12.52	43.75	49.150596793508	6.38778548079565	26.2265819052501	0.401008704820397	0.027701438250099	-0.008845939401792	-0.020461206397604
{'period': 2, 'multiplier': 2.8000000000000007, 'length': 5, 'mav': 'EMA', 'printlog': False}	0	24	11	13	3	3	12.48	45.8333333333333	48.5476616762492	6.56092011366393	30.9360852401374	0.388560002957192	0.019393812831046	-0.008438683533911	-0.015422608672103
{'period': 6, 'multiplier': 2.4000000000000004, 'length': 8, 'mav': 'EMA', 'printlog': False}	0	17	7	10	2	4	12.48	41.1764705882353	48.5177130542028	6.22968825627924	24.5126429225058	0.410429885675311	0.028174771774983	-0.007882309562146	-0.028384355612957
{'period': 4, 'multiplier': 2.900000000000001, 'length': 5, 'mav': 'EMA', 'printlog': False}	0	17	7	10	3	5	12.46	41.1764705882353	48.2758870341041	6.17896539351544	22.4017499529644	0.413497411244941	0.029277374444373	-0.008999706234923	-0.033914102965782
{'period': 4, 'multiplier': 2.4000000000000004, 'length': 8, 'mav': 'EMA', 'printlog': False}	0	17	6	11	2	5	12.43	35.2941176470588	47.8336971425029	6.13232760260655	24.0195675334119	0.41582444264469	0.028744404985745	-0.00850653429155	-0.032343371710325
{'period': 10, 'multiplier': 3.5000000000000013, 'length': 55, 'mav': 'EMA', 'printlog': False}	0	5	3	2	2	1	12.43	60	47.7485642278718	6.13168607357814	20.2149708559596	0.415689046439321	0.032992313070049	-0.010896644468622	-0.037833051710073
{'period': 6, 'multiplier': 2.8000000000000007, 'length': 5, 'mav': 'EMA', 'printlog': False}	0	18	9	9	2	3	12.42	50	47.6186791047224	6.72597953447538	27.7492493049859	0.376657132192235	0.026561531389819	-0.007746331356933	-0.023720864660455
{'period': 2, 'multiplier': 3.000000000000001, 'length': 8, 'mav': 'EMA', 'printlog': False}	0	17	8	9	3	3	12.35	47.0588235294118	46.6945334608464	6.29717490128954	25.0581534627431	0.401710105118659	0.023169770053155	-0.010432350074597	-0.025691864386124
{'period': 18, 'multiplier': 2.1, 'length': 21, 'mav': 'EMA', 'printlog': False}	0	13	6	7	2	4	12.35	46.1538461538462	46.5919711562111	5.95049209424086	17.4698209790692	0.426469377319769	0.021205836772046	-0.016267903484548	-0.038919654208283
{'period': 16, 'multiplier': 2.2, 'length': 21, 'mav': 'EMA', 'printlog': False}	0	13	5	8	2	4	12.32	38.4615384615385	46.2328689345184	5.71111360111899	17.3839891606775	0.444715272562512	0.024960625669401	-0.013445149186248	-0.038259419835043
{'period': 16, 'multiplier': 3.4000000000000012, 'length': 55, 'mav': 'EMA', 'printlog': False}	0	5	3	2	2	1	12.31	60	46.0303733191082	6.07092418053357	20.3480266646963	0.416095819073893	0.033137222052736	-0.011349073167889	-0.037023620641883
{'period': 2, 'multiplier': 2.2, 'length': 8, 'mav': 'EMA', 'printlog': False}	0	25	12	13	3	3	12.29	48	45.7967303277425	7.08129994863478	36.6063558033552	0.353224416020134	0.018287784495236	-0.00679833043071	-0.011683403641166
{'period': 2, 'multiplier': 3.5000000000000013, 'length': 5, 'mav': 'EMA', 'printlog': False}	0	18	8	10	3	3	12.26	44.4444444444444	45.4610041860582	6.21041730363708	23.568694850159	0.404813118946515	0.02372069428865	-0.009265558683684	-0.027439910667432
{'period': 18, 'multiplier': 3.4000000000000012, 'length': 55, 'mav': 'EMA', 'printlog': False}	0	5	3	2	2	1	12.24	60	45.1929842706784	6.01281614412607	19.50290747074	0.418353372159104	0.033194840929217	-0.011547337946428	-0.038543721520969
{'period': 16, 'multiplier': 2.1, 'length': 21, 'mav': 'EMA', 'printlog': False}	0	14	6	8	2	4	12.22	42.8571428571429	44.8132226003621	5.86640710849783	16.8704037191441	0.428574213171718	0.021370149343312	-0.017079274269952	-0.038784050792217
{'period': 16, 'multiplier': 2.5000000000000004, 'length': 5, 'mav': 'EMA', 'printlog': False}	0	22	10	12	3	5	12.2	45.4545454545455	44.5996527103355	6.95939836827922	25.7808895852786	0.357235322770207	0.024839282850095	-0.006129587778412	-0.019626399912354
{'period': 8, 'multiplier': 2.5000000000000004, 'length': 5, 'mav': 'EMA', 'printlog': False}	0	21	11	10	3	4	12.18	52.3809523809524	44.3082922381929	7.08656962428619	32.7845330280841	0.349906175186321	0.024573775933781	-0.005872964716484	-0.013751368252145
{'period': 6, 'multiplier': 2.900000000000001, 'length': 5, 'mav': 'EMA', 'printlog': False}	0	17	8	9	2	4	12.1	47.0588235294118	43.3065979671724	6.284889865702	25.7640709875835	0.394605606727895	0.026575776115167	-0.008271381065121	-0.023521235699691
{'period': 2, 'multiplier': 2.7000000000000006, 'length': 5, 'mav': 'EMA', 'printlog': False}	0	25	12	13	3	3	12.1	48	43.2369548124099	6.6837180757675	29.6910323516273	0.3696503077118	0.018955805629355	-0.008499248837682	-0.014016684278461
{'period': 12, 'multiplier': 3.5000000000000013, 'length': 55, 'mav': 'EMA', 'printlog': False}	0	5	3	2	2	1	12.09	60	43.1050786091881	5.97769234287282	20.4129148952051	0.415691130128781	0.032822124636238	-0.011445826205166	-0.035765946941499
{'period': 2, 'multiplier': 3.9000000000000017, 'length': 5, 'mav': 'EMA', 'printlog': False}	0	16	7	9	2	4	12.08	43.75	42.9995844928656	6.00004221497321	19.7884572440599	0.413791824058553	0.024024193120747	-0.012485571145093	-0.020776822322578
{'period': 14, 'multiplier': 2.5000000000000004, 'length': 5, 'mav': 'EMA', 'printlog': False}	0	22	10	12	3	5	12.06	45.4545454545455	42.8023185694198	6.88039006424362	25.5040547055034	0.357619451580323	0.021184090205468	-0.007779761175836	-0.020113271559548
{'period': 10, 'multiplier': 3.7000000000000015, 'length': 55, 'mav': 'EMA', 'printlog': False}	0	5	3	2	2	1	12.05	60	42.668971238787	5.96655540316436	20.5459376472567	0.415382857900595	0.032831671069412	-0.011534769370233	-0.035251649688849
{'period': 14, 'multiplier': 2.1, 'length': 21, 'mav': 'EMA', 'printlog': False}	0	14	6	8	2	4	12.05	42.8571428571429	42.6219132724504	5.76369570612087	16.2018727891997	0.430940721635213	0.021502589069802	-0.017914663124527	-0.039857506334445
{'period': 4, 'multiplier': 2.4000000000000004, 'length': 21, 'mav': 'EMA', 'printlog': False}	0	14	7	7	2	3	12.03	50	42.3740770757208	5.409153124779	13.5414923099465	0.460756205952511	0.022046901269052	-0.019231405428753	-0.041187012172261
{'period': 2, 'multiplier': 2.7000000000000006, 'length': 8, 'mav': 'EMA', 'printlog': False}	0	19	8	11	2	3	12.02	42.1052631578947	42.2573532128201	6.54876534337598	24.6953759173391	0.375396771390016	0.022767615012711	-0.010576833813981	-0.021489765857861
{'period': 2, 'multiplier': 3.6000000000000014, 'length': 5, 'mav': 'EMA', 'printlog': False}	0	18	8	10	3	3	12.01	44.4444444444444	42.0790532130591	6.05327376518883	22.6989964572245	0.407502680645657	0.023639412582284	-0.009602555843802	-0.027489683412611
{'period': 6, 'multiplier': 3.200000000000001, 'length': 3, 'mav': 'EMA', 'printlog': False}	0	18	10	8	4	3	12.01	55.5555555555556	42.0402041980783	6.64018009457859	27.797039627364	0.369414152503958	0.022004453596396	-0.009305692578069	-0.017531081253325
{'period': 6, 'multiplier': 2.0, 'length': 8, 'mav': 'EMA', 'printlog': False}	0	22	13	9	5	3	11.98	59.0909090909091	41.6624482418938	7.63253145857986	33.5676055836033	0.318653781617938	0.020841489071855	-0.006014894104461	-0.011652085184196
{'period': 12, 'multiplier': 3.7000000000000015, 'length': 55, 'mav': 'EMA', 'printlog': False}	0	5	3	2	2	1	11.96	60	41.4440956822558	5.86806198101038	19.0299224920059	0.419532305178659	0.033164558130306	-0.012148059926876	-0.038109715487386
{'period': 6, 'multiplier': 2.3000000000000003, 'length': 21, 'mav': 'EMA', 'printlog': False}	0	14	7	7	2	3	11.95	50	41.3246160225609	5.41129534094992	13.9742504181275	0.457411163001243	0.021906979023369	-0.019129929852046	-0.044210870040655
{'period': 18, 'multiplier': 2.5000000000000004, 'length': 5, 'mav': 'EMA', 'printlog': False}	0	22	10	12	3	5	11.92	45.4545454545455	40.9820611718886	6.77992441934994	24.9176643715864	0.358985766710619	0.021042159001322	-0.007848821515166	-0.019626399912354
{'period': 10, 'multiplier': 2.1, 'length': 8, 'mav': 'EMA', 'printlog': False}	0	20	11	9	4	3	11.92	55	40.9472337508197	7.44143207604653	41.606327807767	0.325606113163	0.019678513460477	-0.005592448857644	-0.009663746794167
{'period': 14, 'multiplier': 3.5000000000000013, 'length': 55, 'mav': 'EMA', 'printlog': False}	0	5	3	2	2	1	11.91	60	40.8732746597908	5.84443063904494	19.1041582089369	0.419760981727848	0.033194840929217	-0.012288028034309	-0.037023620641883
{'period': 4, 'multiplier': 3.000000000000001, 'length': 5, 'mav': 'EMA', 'printlog': False}	0	17	6	11	2	5	11.84	35.2941176470588	39.9463388256093	5.84061438049547	20.5680240409209	0.417447025634196	0.028965808163909	-0.009615434346336	-0.035950410810298
{'period': 2, 'multiplier': 2.4000000000000004, 'length': 21, 'mav': 'EMA', 'printlog': False}	0	15	7	8	2	3	11.82	46.6666666666667	39.7758209121413	5.64686212920245	17.8187040185286	0.432277643743854	0.023984891392099	-0.012913890224769	-0.036736280998511
{'period': 8, 'multiplier': 2.6000000000000005, 'length': 5, 'mav': 'EMA', 'printlog': False}	0	20	10	10	4	4	11.82	50	39.7036032444222	6.7411314947917	25.8603800597083	0.35807524415502	0.025113076843698	-0.007146813108831	-0.016415353719758
{'period': 2, 'multiplier': 2.1, 'length': 8, 'mav': 'EMA', 'printlog': False}	0	26	12	14	3	4	11.81	46.1538461538462	39.6119545422721	6.58816984708102	29.3412715569761	0.36656807361083	0.018510748642466	-0.008271345743677	-0.012752488305515
{'period': 6, 'multiplier': 3.7000000000000015, 'length': 3, 'mav': 'EMA', 'printlog': False}	0	16	7	9	2	4	11.8	43.75	39.455853495467	6.15368241517193	23.7956233859968	0.393524530818955	0.026115098577009	-0.010343778993616	-0.018125385408786
{'period': 2, 'multiplier': 4.000000000000002, 'length': 21, 'mav': 'EMA', 'printlog': False}	0	11	4	7	2	3	11.79	36.3636363636364	39.3229352911672	5.86858961556211	20.9424619801359	0.413524409192727	0.03329996366621	-0.008489612153826	-0.03496608786731
{'period': 4, 'multiplier': 3.000000000000001, 'length': 3, 'mav': 'EMA', 'printlog': False}	0	20	8	12	2	4	11.77	40	39.1432581361793	7.16648765260058	33.2040148636844	0.334563961947405	0.024683169717393	-0.005654213349923	-0.016436539862642
{'period': 14, 'multiplier': 3.000000000000001, 'length': 3, 'mav': 'EMA', 'printlog': False}	0	21	10	11	2	5	11.76	47.6190476190476	39.0036804459009	6.65903848225547	21.7170097166248	0.360982369398479	0.018898946571482	-0.012241706901091	-0.020353814613399
{'period': 4, 'multiplier': 3.300000000000001, 'length': 5, 'mav': 'EMA', 'printlog': False}	0	16	6	10	2	4	11.76	37.5	38.9853509209403	5.88950470884661	20.5075765539818	0.410995632034552	0.027467197374323	-0.009907677704588	-0.026643969955341
{'period': 18, 'multiplier': 3.7000000000000015, 'length': 55, 'mav': 'EMA', 'printlog': False}	0	5	3	2	2	1	11.75	60	38.9029861997638	5.70223248645188	17.0576139424556	0.425209296943384	0.03341205056251	-0.012900274315376	-0.041587224349921
{'period': 10, 'multiplier': 3.6000000000000014, 'length': 55, 'mav': 'EMA', 'printlog': False}	0	5	3	2	2	1	11.75	60	38.8823373401309	5.76876084031112	18.6837256244767	0.419881075739496	0.032822124636238	-0.012192018803467	-0.038147114611829
{'period': 16, 'multiplier': 3.7000000000000015, 'length': 55, 'mav': 'EMA', 'printlog': False}	0	5	3	2	2	1	11.74	60	38.7783795542651	5.6972636583755	17.3727548747177	0.425227517644093	0.033526823496756	-0.013067656956481	-0.040826454431735
{'period': 4, 'multiplier': 2.5000000000000004, 'length': 21, 'mav': 'EMA', 'printlog': False}	0	14	7	7	2	3	11.73	50	38.7125858381207	5.38371837630987	12.9805222238841	0.451822614890508	0.021970799872358	-0.019977915300599	-0.044046087853038
{'period': 14, 'multiplier': 2.2, 'length': 21, 'mav': 'EMA', 'printlog': False}	0	13	6	7	2	3	11.73	46.1538461538462	38.615447157431	5.32577486617625	14.5400773942276	0.456739733297739	0.025040701111072	-0.014862977039839	-0.042406723754777
{'period': 2, 'multiplier': 2.4000000000000004, 'length': 8, 'mav': 'EMA', 'printlog': False}	0	24	12	12	3	3	11.72	50	38.5087598726105	6.6787257452282	29.3886928771303	0.358567010564285	0.018363659487422	-0.008218143679067	-0.013195130640547
{'period': 6, 'multiplier': 2.0, 'length': 21, 'mav': 'EMA', 'printlog': False}	0	14	7	7	2	3	11.7	50	38.2865968318826	5.70583553419739	15.7001573943735	0.423079989139958	0.020810490521403	-0.017176786853222	-0.036645535176992
{'period': 18, 'multiplier': 3.5000000000000013, 'length': 55, 'mav': 'EMA', 'printlog': False}	0	5	3	2	2	1	11.68	60	38.0810222141184	5.72046204340822	18.3223023171443	0.421252978195038	0.033190985378615	-0.012801092765681	-0.037975625952119
{'period': 2, 'multiplier': 2.3000000000000003, 'length': 13, 'mav': 'EMA', 'printlog': False}	0	18	7	11	2	4	11.68	38.8888888888889	38.0266883063362	6.40751658115129	26.3674349895867	0.37328514885614	0.025561356482206	-0.007894287009187	-0.02073276299092
